Date,Open,High,Low,Close,Volume
2002-12-31,14.0,14.36,13.95,14.33,3584400.0
2002-12-30,14.08,14.15,13.84,14.07,2768600.0
2002-12-27,14.31,14.38,14.01,14.06,1429200.0
2002-12-26,14.42,14.81,14.28,14.4,1525400.0
2002-12-24,14.44,14.47,14.3,14.36,702500.0
2002-12-23,14.16,14.55,14.12,14.49,2246900.0
2002-12-20,14.29,14.56,13.78,14.14,5680300.0
2002-12-19,14.53,14.92,14.1,14.2,6205700.0
2002-12-18,14.8,14.86,14.5,14.57,2691100.0
2002-12-17,14.85,15.19,14.66,15.08,3976100.0
2002-12-16,14.81,15.1,14.61,14.85,4493300.0
2002-12-13,15.14,15.15,14.65,14.79,2942500.0
2002-12-12,15.51,15.55,15.01,15.19,2666800.0
2002-12-11,15.3,15.49,15.08,15.49,4526800.0
2002-12-10,14.75,15.45,14.73,15.28,5510900.0
2002-12-09,14.94,14.95,14.67,14.75,4215800.0
2002-12-06,14.65,15.19,14.52,14.95,4381400.0
2002-12-05,15.03,15.08,14.53,14.63,4346400.0
2002-12-04,15.18,15.19,14.5,14.97,5817100.0
2002-12-03,15.2,15.34,15.1,15.16,4069100.0
2002-12-02,15.9,16.1,15.01,15.18,7120400.0
2002-11-29,15.79,15.88,15.41,15.5,2561300.0
2002-11-27,15.6,15.86,15.45,15.72,5121400.0
2002-11-26,15.85,15.9,15.27,15.41,4290400.0
2002-11-25,16.03,16.14,15.71,15.97,3561200.0
2002-11-22,16.09,16.3,15.9,16.01,4068900.0
2002-11-21,15.9,16.44,15.75,16.35,7472900.0
2002-11-20,15.3,15.7,15.25,15.53,3727500.0
2002-11-19,15.55,15.75,15.01,15.27,3767000.0
2002-11-18,16.19,16.2,15.52,15.65,2938900.0
2002-11-15,16.23,16.24,15.76,15.95,2874900.0
2002-11-14,15.9,16.41,15.78,16.3,2530600.0
2002-11-13,15.5,16.07,15.28,15.59,4138200.0
2002-11-12,15.32,16.04,15.28,15.64,3996300.0
2002-11-11,15.74,15.89,15.12,15.16,2731700.0
2002-11-08,16.01,16.2,15.52,15.84,3394000.0
2002-11-07,16.94,17.1,15.81,16.0,6003200.0
2002-11-06,17.08,17.32,16.7,17.22,3864100.0
2002-11-05,16.75,16.96,16.35,16.9,3762400.0
2002-11-04,16.5,17.38,16.35,16.89,6728900.0
2002-11-01,15.94,16.5,15.89,16.36,3389800.0
2002-10-31,15.99,16.44,15.92,16.07,5282800.0
2002-10-30,15.49,16.37,15.48,15.98,4833500.0
2002-10-29,15.57,15.88,14.96,15.44,4628200.0
2002-10-28,15.55,15.95,15.25,15.61,6237500.0
2002-10-25,14.69,15.45,14.59,15.42,4983400.0
2002-10-24,15.02,15.21,14.55,14.69,3120500.0
2002-10-23,14.63,14.98,14.5,14.88,3732800.0
2002-10-22,14.47,14.88,14.26,14.7,3895500.0
2002-10-21,14.26,14.63,14.0,14.56,4259300.0
2002-10-18,14.0,14.35,13.93,14.34,5148200.0
2002-10-17,14.21,14.38,13.98,14.11,8380300.0
2002-10-16,14.86,15.13,13.9,14.56,5493300.0
2002-10-15,15.22,15.25,14.78,15.16,7241400.0
2002-10-14,14.55,14.98,14.44,14.77,3471500.0
2002-10-11,14.25,14.78,14.1,14.51,5262100.0
2002-10-10,13.63,14.22,13.58,14.11,5742400.0
2002-10-09,13.54,13.85,13.41,13.59,6369400.0
2002-10-08,13.9,13.96,13.36,13.68,8100800.0
2002-10-07,13.97,14.21,13.76,13.77,4369600.0
2002-10-04,14.36,14.4,13.99,14.03,3407600.0
2002-10-03,14.18,14.6,14.06,14.3,3891000.0
2002-10-02,14.33,14.63,14.1,14.17,4095500.0
2002-10-01,14.59,14.6,14.0,14.51,6114700.0
2002-09-30,14.4,14.57,14.14,14.5,4244600.0
2002-09-27,14.49,14.85,14.48,14.72,3681300.0
2002-09-26,15.1,15.19,14.55,14.7,3725800.0
2002-09-25,14.69,15.17,14.65,14.93,4547900.0
2002-09-24,14.4,14.82,14.4,14.64,4476100.0
2002-09-23,14.76,14.96,14.45,14.85,4709100.0
2002-09-20,14.62,14.94,14.52,14.87,6299800.0
2002-09-19,14.75,14.8,14.48,14.58,3677600.0
2002-09-18,14.69,15.09,14.52,15.02,5868600.0
2002-09-17,14.57,15.03,14.57,14.8,7642800.0
2002-09-16,14.14,14.61,14.12,14.5,5118600.0
2002-09-13,14.13,14.34,14.05,14.17,5052700.0
2002-09-12,14.2,14.51,14.12,14.14,4818400.0
2002-09-11,14.34,14.6,14.15,14.29,3614500.0
2002-09-10,14.41,14.49,14.12,14.33,4454800.0
2002-09-09,14.28,14.53,14.15,14.37,2825800.0
2002-09-06,14.51,14.65,14.23,14.38,3242700.0
2002-09-05,14.22,14.36,14.05,14.18,4038900.0
2002-09-04,14.2,14.78,14.17,14.48,7511800.0
2002-09-03,14.49,14.55,14.05,14.05,4945300.0
2002-08-30,14.73,15.14,14.58,14.75,3455700.0
2002-08-29,14.65,15.08,14.51,14.7,2931600.0
2002-08-28,14.8,15.12,14.65,14.7,4428100.0
2002-08-27,15.71,15.74,14.71,14.85,4682700.0
2002-08-26,15.95,15.95,15.16,15.53,3392300.0
2002-08-23,15.9,15.93,15.45,15.73,2915100.0
2002-08-22,16.2,16.25,15.66,15.97,4612700.0
2002-08-21,16.01,16.24,15.45,16.12,3614800.0
2002-08-20,15.97,16.09,15.53,15.91,3332600.0
2002-08-19,15.78,16.25,15.72,15.98,3867100.0
2002-08-16,15.45,16.1,15.28,15.81,4379000.0
2002-08-15,15.25,15.75,15.01,15.61,5751400.0
2002-08-14,14.67,15.35,14.54,15.17,7126500.0
2002-08-13,14.9,15.21,14.55,14.59,4819100.0
2002-08-12,14.9,15.02,14.69,14.99,3210100.0
2002-08-09,15.25,15.25,14.75,15.0,3673500.0
2002-08-08,14.77,15.38,14.77,15.3,4059800.0
2002-08-07,15.09,15.36,14.35,15.03,5954900.0
2002-08-06,14.21,15.23,14.08,14.74,4858100.0
2002-08-05,14.51,14.7,13.97,13.99,3643300.0
2002-08-02,14.74,15.0,14.25,14.45,3197500.0
2002-08-01,15.11,15.42,14.73,14.8,4088500.0
2002-07-31,15.4,15.42,14.9,15.26,5548200.0
2002-07-30,14.85,15.51,14.56,15.43,6336400.0
2002-07-29,14.48,15.1,14.37,15.02,4910000.0
2002-07-26,14.46,14.53,13.8,14.34,3709000.0
2002-07-25,14.93,14.95,14.01,14.36,8559900.0
2002-07-24,14.33,15.22,14.25,15.2,7260600.0
2002-07-23,14.9,15.13,14.44,14.47,7140900.0
2002-07-22,14.75,15.19,14.61,14.92,7694600.0
2002-07-19,14.7,15.17,14.53,14.96,6878700.0
2002-07-18,15.5,15.56,14.75,14.99,9990400.0
2002-07-17,16.13,16.2,15.19,15.63,21705100.0
2002-07-16,18.15,18.57,17.61,17.86,7978000.0
2002-07-15,17.43,18.6,16.81,18.23,5285600.0
2002-07-12,18.55,18.79,17.26,17.51,7919500.0
2002-07-11,17.26,18.35,16.97,18.3,6672800.0
2002-07-10,17.71,18.17,17.25,17.32,3694300.0
2002-07-09,18.09,18.29,17.46,17.53,4049100.0
2002-07-08,18.52,18.61,17.68,18.01,3771500.0
2002-07-05,17.71,18.75,17.71,18.74,2886600.0
2002-07-03,16.81,17.68,16.75,17.55,3554100.0
2002-07-02,17.03,17.16,16.83,16.94,5449800.0
2002-07-01,17.71,17.88,17.05,17.06,3976600.0
2002-06-28,17.1,17.82,17.0,17.72,4818900.0
2002-06-27,16.79,17.27,16.42,17.06,4493900.0
2002-06-26,16.8,17.29,15.98,16.55,9981300.0
2002-06-25,17.4,17.68,16.86,17.14,5378600.0
2002-06-24,16.77,17.73,16.7,17.27,7713100.0
2002-06-21,16.97,17.49,16.79,16.85,7949600.0
2002-06-20,17.17,17.6,16.85,17.11,7082800.0
2002-06-19,17.37,17.6,16.88,17.12,30526200.0
2002-06-18,20.42,20.59,19.98,20.15,6310000.0
2002-06-17,20.24,20.63,19.85,20.54,5796600.0
2002-06-14,19.24,20.36,18.11,20.1,7587500.0
2002-06-13,20.02,20.05,19.38,19.54,6287200.0
2002-06-12,20.41,20.75,19.94,20.09,9441400.0
2002-06-11,21.64,21.7,20.41,20.46,6241000.0
2002-06-10,21.48,21.84,21.34,21.48,4956700.0
2002-06-07,21.76,21.94,20.93,21.4,10935300.0
2002-06-06,22.96,23.23,22.04,22.16,4642800.0
2002-06-05,22.83,22.83,22.35,22.72,4947900.0
2002-06-04,22.88,23.04,22.18,22.78,6211100.0
2002-06-03,23.39,23.45,22.58,22.91,4198400.0
